tweet,time
An important message related to the #WoolseyFire - Please share...#Chatsworth #WestHills #WoodlandHills #BellCanyon #SantaSusana #SantaSusanaPass #SimiValley #SanFernandoValley #SFV #LosAngelesCounty #VenturaCounty ,2018-11-13 23:58:01
"Does anyone know of any evac sites in Redding that the #campfire evacuees may have gone too.  This may be another place to look for my parents, Pat and Don Wallila #CampFireJamesWoods #paradisefire #Paradise",2018-11-13 23:57:46
#PEDOgate#PedoWood 🎥 Historic Hollywood Sites Destroyedas #WoolseyFire Burns. ,2018-11-13 23:57:41
11∙13∙18 - Repopulation of areas of #WoolseyFire ,2018-11-13 23:57:39
"If you need to make a phone call, check your email, surf the web, etc., we've got you covered at the @Verizon table at Walmart parking lot in Chico. We know it means a lot to connect when you've had to leave your home in the midst of crisis. We're here to help you. #CampFire",2018-11-13 23:57:36
"Just like wildfires, mud &amp; debris flows from rain can be just as dangerous. My staff will be on deck from the 19th to Thanksgiving for possible evacuations in areas of #HillFire &amp; #WoolseyFire. Start preparing!",2018-11-13 23:57:30
Utility giant PG&amp;E may have started the Camp Fire — yet consumers will pay for it  via @Salon #news ,2018-11-13 23:57:29
1. Know anything about state fire insurance? What does it cover?2. Any ideas and recs for companies to clean up smoke/ash clean up for the inside and outside of homes that survived- non burnt/non damaged homes?#bellcanyon #WoolseyFire #LAFD,2018-11-13 23:57:27
@Bluzev1Schwartz Great #photo. Almost looks Photoshopped. Incredible. #WoolseyFire,2018-11-13 23:57:08
"Just like wildfires, mud &amp; debris flows from rain can be just as dangerous. Our staff will be on deck from the 19th to Thanksgiving for possible evacuations in areas of #HillFire &amp; #WoolseyFire. Start preparing!",2018-11-13 23:57:08
"Also, at least 200 people are missing, as of this afternoon.This is a crisis!California wildfires: Camp fire becomes state's deadliest with 42 people killed ",2018-11-13 23:57:04
"Incredible to serve with people from all over California this afternoon, helping those who have lost everything in the #campfire #ywamunited #missions #themissionscommunity #ywam #fromguatemalatochico @ Chico, California — in Chico, CA, United States ",2018-11-13 23:57:03
Drone flyover shows Camp Fire destruction in Paradise #commercialdrones #drones #drone #dronephotography #uav #uas  #aerialphotography  #dronevideo #eagle_drones_us #eagledrones @eagle_drones_us #dronemonitoring #dronesatwork,2018-11-13 23:57:00
Terrifying video show’s a family desperately trying to escape #CampFire flames with their four children in #Paradise. ,2018-11-13 23:56:59
#INFO  via @ucdavisvetmed Find your missing cat at UC veterinary hospital. Bring photo ID of your missing pet   #Paradise #ParadiseFire #CampFireJamesWoods #CampFire #contact ucdavisvetmed@gmail.com ,2018-11-13 23:56:48
Prayers #CampFire #CaliforniaWildfires ,2018-11-13 23:56:44
"Crews were busy today removing debris from HWY 70. Caltrans is assessing trees for removal, and guardrails and drainage/culverts for repairs. #CampFire ",2018-11-13 23:56:42
'Evacuation fatigue': danger after people flee wildfires five times in two years,2018-11-13 23:56:41
More grim news for Northern CA as 42 confirmed dead from #CampFire and Southern CA braces for first rain of the season - but officials caution mudslides could be in the forecast in the #WoolseyFire  @CourthouseNews,2018-11-13 23:56:40
Great use of imagery + graphics from the @latimes to show the extent of the #WoolseyFire. #California #Wildfires ,2018-11-13 23:56:40
"In the most Malibu thing ever, here’s a bunch of surfers getting supplies off a 150-foot yacht for residents who stayed behind to save their houses from the #Woolseyfire ",2018-11-13 23:56:38
The Camp Fire Is Now The Deadliest Wildfire In California's History  via @YahooNews,2018-11-13 23:56:33
✅Areas that are safe to return to now re #Woolseyfire -@The_Corsair ,2018-11-13 23:56:31
@dorisxox @dorisxox  some resources: #CampFirePets  #CampFireJamesWoods North Valley Animal Disaster Group    Chico Airport has 700+ lost Camp fire pets. Cowboy911 has a photo page of Camp Fire lost pets.   ,2018-11-13 23:56:29
Surfers to the rescue! #WoolseyFire #CaliforniaFires #MalibuStrong ,2018-11-13 23:56:28
Air quality remains unhealthy across much of the #SF #BayArea &amp; Sacramento Valley due to smoke from the #CampFire. A Spare the Air Alert continues through Friday with smoke expected to persist.  #CAwx #CAfire ,2018-11-13 23:56:22
How To Help The Victims Of The California Wildfires  via @refinery29,2018-11-13 23:56:20
🙏🏻👮🏻‍♂️🙏🏻 👮🏻‍♂️🙏🏻 Fire and police fought Camp Fire as blaze hit home: More than 90 first responders lost houses. ,2018-11-13 23:56:19
@Jeffrey90046 @robinthicke Watch &amp; share this video to learn about the potential dangers of the smoke from the #WoolseyFire. It started at a former nuclear testing site which parents believe has given 50+ children cancer – and now the chemicals from that site could be in the smoke: ,2018-11-13 23:56:19
"""Wanted to respond quickly...after saying it was their own fault, &amp; taunting them that I might take money away.)#CampFire #CaliforniaFires ",2018-11-13 23:56:16
11∙13∙18 - Repopulation of areas of #WoolseyFire ,2018-11-13 23:56:13
Horses tied to lifeguard station Malibu/Zuma Beach seeking shelter from #WoolseyFire  Photo Brittny Mejia/ LA Times ,2018-11-13 23:56:08
Please pray for this baby and help find owner! #CampFireJamesWoods #CampFire #CampFirePets #Paradise #ParadiseFires #ParadiseStrong #CaliforniaFires #CaliforniaFires #CAFires ,2018-11-13 23:56:06
"Our hearts &amp; prayers are going out to everyone affected by the #woolseyfire 💙 Also, a special shoutout to all the amazing first responders!Hope everyone stay’s safe and strong ",2018-11-13 23:56:06
This is why I love my college and my professors. So caring in these times of need. My heart goes out to everyone affected by the #CampFire. #WildcatsRise ,2018-11-13 23:56:04
* GULP *This is a bit for us to wrap our heads around.Have these fires been declared a disaster yet so the folks can get some financial help? @fema #fema @RedCross @RedCrossLA @RedCrossVentura #WoolsleyFire #CampFire #CaliforniaWildfires ,2018-11-13 23:55:54
Camp Fire Rescue Us ,2018-11-13 23:55:54
"Is it normal for the sun to have an oily hazy rainbow around it?The fires are still blazeing, the smoke is still thick, and they are spraying #Chemtrails over our heads!#WoolseyFire #CaliforniaFire #california #CaliforniaWildfires ",2018-11-13 23:55:51
@MileyCyrus Watch &amp; share this video to learn about the potential dangers of the smoke from the #WoolseyFire. It started at a former nuclear testing site which parents believe has given 50+ children cancer – and now the chemicals from that site could be in the smoke: ,2018-11-13 23:55:43
California fire season is getting worse every year. ,2018-11-13 23:55:41
"The nurse who owns this pickup, drove into the #CampFire twice to shuttle patients out of the firestorm’s path. Her @Toyota truck held up well, just got a little melty-melty. Look who is outfitting her with a new pickup. Awesomeness. ",2018-11-13 23:55:37
@MileyCyrus Watch &amp; share this video to learn about the potential dangers of the smoke from the #WoolseyFire. It started at a former nuclear testing site which parents believe has given 50+ children cancer – and now the chemicals from that site could be in the smoke: ,2018-11-13 23:55:37
@steckel yeah everyone I've talked to thought it was started by a camp fire. That naming decision is so fucking dumb a little part of me thinks it was on purpose. How could you do that and NOT expect confusion???,2018-11-13 23:55:29
Garbage collector pulls 93-year-old in truck to save her from California Camp Fire - TODAY ,2018-11-13 23:55:28
Friendly reminder that some of those fighting fires are inmates:  #Woolseyfire,2018-11-13 23:55:23
Weather has played a major role in what is now the deadliest fire in California history. Here is the latest update on the Camp fire  ,2018-11-13 23:55:04
Have you seen Echo? #campfire #campfirepets #dog ,2018-11-13 23:54:55
"Some many great people like yourself, sir. Thank you for what you're doing also. 🇺🇲❤️💙#BlueLivesMatter #BackTheBlueStory:  ",2018-11-13 23:54:54
‘Something beautiful amid total disaster.’ The Camp Fire and the salvation of London the cat,2018-11-13 23:54:50
"11 of my colleagues (teachers, nurses, staff) have lost EVERYTHING in the #WoolseyFire. Since ins monies &amp; grants can take awhile, we're raising funds to help w immediate needs (clothes, diapers, food, rent, etc) Please consider chipping in.Thanks❤️",2018-11-13 23:54:49
"Way to go @RamsNFL Rams are giving first responders, as well as those affected by the Thousand Oaks Shooting and wildfires, free tickets for Monday night’s game. #ThousandOaks #WoolseyFire ",2018-11-13 23:54:48
Some smoke visible along the horizon this afternoon. This is due to #CampFire in northern California and #CAFires. Air quality still in the good to moderate range across western WA and should improve with rain tonight. #wawx ,2018-11-13 23:54:45
More victims found at mobile home park in #Paradise. Here’s how #CampFire survivors got out,2018-11-13 23:54:44
@MichaelHender13 @MoeSargi I’ve been worrying about the camp fire I hope your safe my dude,2018-11-13 23:54:43
FOX NEWS: Toyota offers to give Camp Fire hero nurse a new truck  ,2018-11-13 23:54:43
@GerardButler Watch &amp; share this video to learn about the potential dangers of the smoke from the #WoolseyFire. It started at a former nuclear testing site which parents believe has given 50+ children cancer – and now the chemicals from that site could be in the smoke: ,2018-11-13 23:54:40
@KPRC2Justin @Esther188rod JUSTIN WHEN THEY SAYIT (FIRE) STARTED INCAMP FIRE DOES THATMEAN A CAMPFIRE?OR IS THAT SOME SORT OFKIND OF FIRE???THANKS FOR LIKING MYSILLY TWEET SWEETIE ❣️❣️,2018-11-13 23:54:37
Thread for those concerned about the wildlife @SantaMonicaMtns. #WoolseyFire ,2018-11-13 23:54:35
Apparently the NWS site at Cheseboro is still up and running (not looking very pretty though with conditions... but probably not much left to burn in the hills there). This is where the fire swept across the 101 freeway. #WoolseyFire ,2018-11-13 23:54:34
Shivering horse found waiting out Camp Fire in backyard pool - SFGate ,2018-11-13 23:54:33
"@PaulDSmith9 @realDonaldTrump No I can't. I was so disgusted by his original tweet, and his true feelings, for California. Im lucky, I just have the heavy smoke in the air pfrom the Camp Fire. Most destructive fire in CA history. Towns have been decimated.  People, animals, property lost.  He doesn't care.",2018-11-13 23:54:28
Shivering horse found waiting out Camp Fire in backyard pool - SFGate ,2018-11-13 23:54:22
Utility giant #PGandE may have started the #CampFire — yet consumers will pay for it ,2018-11-13 23:54:21
Shivering horse found waiting out Camp Fire in backyard pool - SFGate ,2018-11-13 23:54:16
@Bravotv @Bethenny Don't forget about the #CampFire Bethenny. Many don't even know about it and it's not being reported as much as the socal fires.,2018-11-13 23:54:13
Over 650 USDA @forestservice employees are currently assigned to the #CampFire and #WoolseyFire response efforts in cooperation with our partners @CAL_FIRE  @ButteSheriff @paradise_ca @USFSPlumas @VCFD_PIO @LACoFDPIO @LAFDtalk @VCSOVentura @LASDHQ @NatlParkService #teamwork ,2018-11-13 23:54:11
"This is what it means to be a journalist. Going in early and helping when and where you can. Thank you, @RyanSabalow. Powerful column.#CampFire #JournalismMatters ",2018-11-13 23:54:07
A Paradise Resident on Her Narrow Escape From California's Deadly Camp Fire – and Why Many Waited Too Long to Leave ,2018-11-13 23:54:05
"This map helps put 110,000 acres in perspective @kron4news #CampFire ",2018-11-13 23:54:02
"I live 129 miles east of Paradise #CampFireHotter, drier climate explains increase in size, severity of California's fires #cawx",2018-11-13 23:53:56
"@nytimes You live in areas that are zone 1 and 2, shits gonna burn?Also 100K acres?  That is a big camp fire.",2018-11-13 23:53:48
View of #Woolseyfire from #santamonica ,2018-11-13 23:53:46
@LeightStar unloading emergency supplies. #PrayForMalibu #WoolseyFire #MalibuStrong #Malibu ,2018-11-13 23:53:42
"Photographer @ScottStrazzante is live from Paradise, where the devastating #CampFire has destroyed a community. ",2018-11-13 23:53:40
"@Lin_Manuel Thanks for highlighting this. With so much attention on the SoCal fires, and understandably so, Camp Fire victims are becoming overlooked.  Entire communities destroyed &amp; thousands homeless. Thanks for the support!",2018-11-13 23:53:39
State Department of Water Resources says #CampFire is no threat to Oroville Dam. #SacValley #cawater details @CA_DWR:  ,2018-11-13 23:53:35
Why the Camp Fire in Northern California is so severe - ,2018-11-13 23:53:34
Thank you @Bethenny we need your help! #CampFire ,2018-11-13 23:53:24
"Wondering why #SanFrancisco #BayArea is experiencing such smoky conditions?  High pressure over us, air sinks below it &amp; traps the smoke near surface.  Offshore flow transporting that smoke from #CampFire.  #CAfire #CaliforniaFires ",2018-11-13 23:53:19
The devastation is astounding. #campfire #CaliforniaFires ,2018-11-13 23:53:14
 #Pacific #Gas &amp; #Power letter,2018-11-13 23:52:50
Do You Know What Started The California Fire Disaster ,2018-11-13 23:52:41
**WARNING** This poor sweet pea. Could this be your cat? #merrillroad #campfire #campfirepets #found ,2018-11-13 23:52:37
"90% of Paradise, California has burned. Thank you to all the firefighters and first responders. #CampFire",2018-11-13 23:52:35
Families mourn as first victims of California fire are named:  ,2018-11-13 23:52:31
"Please Share🙏🏻Operation BBQ Rescue is supporting the #campfire evacuees by preparing 50 or more FREE meals each day. Place orders to 870-761-1164. OBR is looking for places like churches, campgrounds that need FREE meals @ChicoState @ButteSheriff @calfire #chico #ParadiseStrong",2018-11-13 23:52:17
"“There were explosions everywhere...it sounded like a battlefield...Then a man helped me to escape, I believe he was an angel” - Jean Eisenbarth on her harrowing escape the night the #CampFire burned down her small California town of Paradise. ",2018-11-13 23:52:14
To all my family and friends that have been affected by the fires my heart goes out to you. #support #WoolseyFire #CampFire #love ,2018-11-13 23:52:02
@MissJaayGee @ChaniliaRoyal @enews Not everyone who was affected by the #WoolseyFire are multi-millionaires. I understand that what happened in Paradise was also a tragedy. All of it was.They want to help rebuild the community that *they* live in. Nothing wrong with that.,2018-11-13 23:52:00
Do you recognize any of these lost pets displaced by Camp Fire?  via @SFGate,2018-11-13 23:51:57
#CampFire #NeptuneTankers reloading at MCC. @CAFireScanner ,2018-11-13 23:51:56
"#campfirepets  #campfire #ButteCountyFire UC Davis also has some of the displaced pets, check here:and more links can be found here click on ""animals"" tab",2018-11-13 23:51:36
"A group of deer walk through properties destroyed by the the #CampFire in Paradise, California November 9, 2018. — Reuters pic ",2018-11-13 23:51:35
 #CaliforniaWildfires #dead in cars #CBN,2018-11-13 23:51:25
The devastation caused by #CampFire has really gotten to me. I decided from now until Christmas Day I'm going to be donating 20% of all of my sales (the large majority of my income) to the NorCal Disaster Relief Fund. 🦑,2018-11-13 23:51:22
"At 3:30 PM Tuesday 11/13 - Cheeseboro RAWS above Agoura reporting Temp 67 degrees, RH 5%, winds NNE 20 mph gusting 33 mph. #WoolseyFire #LAwind #CaWX #SoCal",2018-11-13 23:51:20
Chris Jones has been standing by the side of Hwy. 191 for the past 11 hours saluting #CampFire emergency personnel as they drive past his home. #wildfires #california ,2018-11-13 23:51:20
Resources for evacuation? Any one have new updates for #family #TopangaCanyon #malibu #ventura #aware #fashion #resources #maps #SoCalFireJamesWoods #LosAngeles #love  #WoolseyFire #weather #news #cafire #music #hiphopartist,2018-11-13 23:51:18
"Miley Cyrus, Liam Hemsworth Lose Home in California Fire – Rolling Stone ",2018-11-13 23:51:18
Local fire fighters to help battle Calif. fire.(11/13/2018)#Paradise #California#CaliforniaWildfires #CampFire #frontpage #newspapers #readlocal #FreePress #2018年のToday ,2018-11-13 23:51:16
California wildfires - live: Firefighters tackle new Woolsey blaze as deadly Camp Fire spreads: Around 230 still missing in Camp Fire in what was already most destructive on state's record in terms of property damage  ,2018-11-13 23:51:14
"SF witches, do your rain spells and bring these storms home (aka, some good news, finally): ",2018-11-13 23:51:13
Shivering horse found waiting out wildfire in backyard pool  ,2018-11-13 23:51:05
Help these #Campfire survivors.  Injured animals now being cared for by UC Davis School of Veterinary Medicine. ,2018-11-13 23:50:50
"It appears that we may have a long duration rain event starting on the 19th and going to Thanksgiving. With an inch of rain projected for downtown Los Angeles, all burn areas of #HillFire &amp; #WoolseyFire should be prepared for runoff. Stay safe folks!!",2018-11-13 23:50:44
"Thank you all 4 ur concern n love. Im glad to tell you that we are safe n not affected much by the California Fire, but wt 🤞🏽. Im grateful for ur numerous telephone calls, wassap n text… ",2018-11-13 23:50:43
"California's licensing laws mean inmates can risk their lives for less than $2 per day, but can't earn a living after they get out of prison. How does this make any sense? #CampFire ",2018-11-13 23:50:37
"Five days after a deadly wildfire incinerated entire towns in the Sierra foothills, over 200 people are missing.One woman has not hear from her father since before the blaze. @cbsmireya was with her when she reached her father’s charred land. ",2018-11-13 23:50:32
Apocalyptic images show the unfathomable devastation caused by California’s deadly Camp Fire ,2018-11-13 23:50:30
"It appears that we may have a long duration rain event starting on the 19th and going to Thanksgiving. With an inch of rain projected for downtown Los Angeles, all burn areas of #HillFire &amp; #WoolseyFire should be prepared for runoff. Stay safe folks!!",2018-11-13 23:50:29
"#currentmood overlooking #Hollywood &amp; the #Losangeles basin, #super #smoke filled #skies from the #woolseyfire, #partlysunny, #partlycloudy @ #74degrees.🌥.............#la… ",2018-11-13 23:50:25
Help my friend help his friends out if you can! Good cause! #WoolseyFire ,2018-11-13 23:50:25
That is some slimey snot right there. Shame on you @marriott #WoolseyFire #PriceGouging ,2018-11-13 23:50:22
Drone footage shows the shocking conditions in smoke-filled Chico  via @SFGate,2018-11-13 23:50:20
"Female wildland hotshot firefighter 🔥 @AnastasiaSelby, ""#climatechange is absolutely making them worse. USFS motto, 'Caring for land &amp; serving people.' How can we enforce when current admin. denies climate change  altogether?""#Montana #mtpol #environment",2018-11-13 23:50:19
"California fire victims begin to be ID’d, including war vet and man who died with pet dog",2018-11-13 23:50:15
‘Something beautiful amid total disaster.’ The Camp Fire and the salvation of London the cat ,2018-11-13 23:50:09
The California Highway Patrol has set up a webpage where people who fled the Camp Fire can check the status of their vehicles.The list includes vehicles that were towed from the Paradise area. It contains the locations from which the cars were removed. ,2018-11-13 23:50:08
"Sandra Bullock has a lifetime fan in me!! Thank you for being an amazing, compassionate individual #SandraBullock #campfire #californiawildfires",2018-11-13 23:49:58
How the Camp Fire overwhelmed Paradise - The Washington Post ,2018-11-13 23:49:46
"3:45 in the afternoon, still searching for the sun, wishing I could breathe. #CampFire #californiawildfires #smoke ",2018-11-13 23:49:37
@BobWhittaker7 @TerryProctor6 @robmtaub @BillOReilly Whittaker the point is that you were lying about Californians being forbidden to clean out under brush... you lied. And you discounted how many of our fires are started by arson as well as the fact that the Camp fire is being attributed to PGE...,2018-11-13 23:49:35
Camp #Fire update: #James #Woods helping Twitter find survivors  ,2018-11-13 23:49:23
Here’s the ⁦@lapublichealth⁩ statement on concerns about the #WoolseyFire burning in the area of the Santa Susana Field Laboratory. ⁦@KNX1070⁩ ,2018-11-13 23:49:22
#Malibu is grateful for all the first responders who are working around the clock to contain the #WoolseyFire. #MalibuStrong ,2018-11-13 23:49:12
"For those wanting to help in the response to the #CampFire, North Valley Animal Disaster Group -- which has helped Lake County in its own wildland fire disasters -- could use some help caring for animals. Donations of money also are needed. ",2018-11-13 23:49:07
"Dear looters, think twice before heading to Malibu #lootersbeware #2ndAmendment #WoolseyFire ",2018-11-13 23:49:05
"@RealJamesWoods Humanity🕊🕊🙏🏻Operation BBQ Rescue is supporting the #campfire evacuees by preparing 50 or more FREE meals each day. Place orders to 870-761-1164. OBR is looking for places like churches, campgrounds that need FREE meals @ChicoState @ButteSheriff @calfire #chico #ParadiseStrong",2018-11-13 23:49:03
"@mester_mark Tyler may have a gen set for the Point Dume Boys, so would CAT/Quinn in Oxnard#WoolseyFire #HillFire",2018-11-13 23:49:03
"In stunning loss, 83% of Santa Monica Mountains federal parkland burned in #WoolseyFire  by @dhpierson",2018-11-13 23:49:00
"#WoolseyFire update: Evacuations orders lifted in parts of L.A. County, including some neighborhoods in Calabasas, northern Topanga area, eastern section of Malibu: ",2018-11-13 23:48:59
Just a heads up that our friends at the @SalvationArmyUS need voluteers for #CampFire relief! You can help out Butte County here: ,2018-11-13 23:48:50
"I Love what I do because I often see that life is short, things can be replaced, and that absolutely nothing should be taken for granted. 🙏🏼💔🎥 #CaliforniaStrong #campfire #WoolsleyFire #BTS #Grateful ",2018-11-13 23:48:47
"@realDonaldTrump In better news, UPDATE on #malibufire #woolseyfire We've been worried about our wildlife. Now 8 of 13 mountain lions are accounted for ",2018-11-13 23:48:37
We lost my uncle Ernie suddenly in the #CampFire .. this is an official go fund me to help with funeral costs. Anything is appreciated. ,2018-11-13 23:48:36
We delivered 174 shower gift bags to @SportsAcademyHQ earlier today. How many can our amazing volunteers pack tonight? #WoolseyFire @805Help ,2018-11-13 23:48:25
Utility company likely caused the Camp Fire — yet consumers will be billed for their negligence ,2018-11-13 23:48:23
Read this entire thread. So many heroes during the #CampFire Well done @Toyota and thank you to people like Allyn Pierce who risked their lives to save others. #love ,2018-11-13 23:48:22
‘Something beautiful amid total disaster.’ The #CampFire and the salvation of London the cat,2018-11-13 23:48:21
592 Circlewood Drive. #CampFire #Paradise ,2018-11-13 23:48:10
California's deadly Camp Fire may not be fully contained until the end of the month according to officials. Learn more:  #11MSNBC #11thHour ,2018-11-13 23:48:04
"Currently reading a publication by @AKPressDistro that has already changed the way I think &amp; positively influenced my actions over the past few days of reading it. The #Campfire has displaced them from their warehouse, please support them &amp; support autonomous mutual-aid relief.",2018-11-13 23:48:03
Evacuated from the #CampFire? Contact your insurer at their Toll Free Phone Number  #Wildfires ,2018-11-13 23:48:00
Subscribe to support the incredible work journalists are doing on the #CampFire. Without them we'd be stuck in a veritable maelstrom of rumors.#JournalismMatters ,2018-11-13 23:48:00
⚡️ “Heroic garbage collector saves 93-year-old woman from Camp Fire”,2018-11-13 23:47:46
"The #Woolseyfire burned about 83% of national park land in the Santa Monica Mountains National Recreation Area, a stunning loss of a... ",2018-11-13 23:47:43
3 generations of Hyneks lost their house in the #WoolseyFire. Consider helping them get back up on their feet. ,2018-11-13 23:47:38
@TeaPartyOrg He should blame the government if he had any balls. #CampFire #CampFireJamesWoods #CaliforniaFires ,2018-11-13 23:47:34
"We can use all the help possible to try to give the children that are victims of the CAMP fire something to look forward too! If you can help... please donate an unused gift, gift card, etc! ",2018-11-13 23:47:34
"Following Temporary Shutdown, Sierra Nevada Brewing Launches ‘Camp Fire’ Relief Fund  via @brewbound #beer #craftbeer #SierraNevada",2018-11-13 23:47:31
FOX NEWS: Toyota offers to give Camp Fire hero nurse a new truck ,2018-11-13 23:47:28
388 Circlewood Dr. #Paradise #CampFire ,2018-11-13 23:47:27
After the death toll hits 44 in the California fire I hope no one else is hurt. Please take a second and pray and send your wishes to California and all the families missing loved ones.  #CaliforniaWildfires ,2018-11-13 23:47:17
@GuyFieri @camp_chef Thank you for doing this. We have family that lost everything in the #campfire and they thank you for supporting the first responders,2018-11-13 23:47:16
I would just like to win the Lottery.....not so much for me but so many need help! #CampFire don't get me wrong I'll keep some but I have a home and job. #karma #juju #CaliforniaFires,2018-11-13 23:47:03
not everyone in CA is a celebrity/rich person and can bounce back after having their livelihoods destroyed overnight.... if i hear another joke about this i will Explode especially considering the devistation of the camp fire in paradise,2018-11-13 23:47:01
Toyota offers to give Camp Fire hero nurse a new truck,2018-11-13 23:46:53
"Retired #Brentwood fire Captain John Foster led a caravan to safety during the #CampFire. ""It's all moonscape now,"" he said as he drove to #Chico. He tells his harrowing tale of how he survived with firebrands falling all around him and traffic deadlocked.  ",2018-11-13 23:46:49
"California Fires: PG&amp;E Power Lines Has Problems Before Camp Fire, Over 200 People Missing ",2018-11-13 23:46:46
Pretty crushing to see your favorite place on earth scorched #WoolseyFire #Malibu ,2018-11-13 23:46:46
Some unclaimed pets from the #campfire are being cared for and treated  @ucdavisvetmed including this cutie. Check  on Facebook for all photos. We are looking to connect with owners. ,2018-11-13 23:46:42
UC Davis School of Veterinary Medicine has a Facebook post with pictures of cats rescued from the #campfireparadise #CampFire- they are trying to reunite with their families  Please share! 🙏🏼 ,2018-11-13 23:46:41
Need a shovel? Have an extra? #campfire #paradise #chico #CaliforniaWildfires ,2018-11-13 23:46:37
Trump insults 31 dead Californians with disgraceful response to fires ,2018-11-13 23:46:32
"If you are looking for a way to help victims of the #CampFire, Butte County Office of Education has set up a relief fund for the schools &amp; students impacted by this devastating wildfire. ",2018-11-13 23:46:28
Sparking Wires Problem Disclosed By PG&amp;E To Resident A Day Before The ‘Camp Fire’ ,2018-11-13 23:46:28
"#WoolseyFire, #HillFire Repopulation of areas in LA County ",2018-11-13 23:46:22
"California Wildfires Updates: 42 Dead in Camp Fire, Toll Expected to Rise -  - PARADISE, Calif. — Search teams were scouring the devastated town of Paradise on Tuesday with the grim expectation of finding more bodies in the aftermath of the deadliest w... ",2018-11-13 23:46:13
Hi everyone! My dad and his Chico State friends have created a donation fund for those affected by the devastating Camp Fire in Northern California. 100% of the proceeds will be distributed to those affected. Please click to donate:   via @gofundme,2018-11-13 23:46:12
"If you would like to help the relief efforts for the fires in California, we are in contact with the organizers and are happy to help provide information. United Way of Greater Los Angeles and United Way of Northern California have... ",2018-11-13 23:46:08
